region	.1 Percentile	99.9 Percentile	Mean	Total
LOC124900659	1.68591	2.14598	1.88705	2569
LOC105369250	0.6841	3.8594	1.89837	2569
LOC124900663	0.59804	3.92798	1.8621	2569
FAM90A26	0.008	2.14981	0.25052	2569
LOC124900661	0.001	2.11394	0.2474	2569
USP17L10	0.002	2.25418	0.28091	2569
USP17L11	0.08028	7.08105	1.77791	2569
USP17L12	0.08028	7.08105	1.77791	2569
USP17L13	0.08028	7.08105	1.77791	2569
USP17L15	0.08028	7.08105	1.77791	2569
USP17L17	0.08028	7.08105	1.77791	2569
USP17L18	0.08028	7.08105	1.77791	2569
USP17L19	0.08028	7.08105	1.77791	2569
USP17L20	0.08028	7.08105	1.77791	2569
USP17L21	0.08028	7.08105	1.77791	2569
USP17L22	0.08028	7.08105	1.77791	2569
USP17L24	0.08028	7.08105	1.77791	2569
USP17L25	0.08028	7.08105	1.77791	2569
USP17L26	0.08028	7.08105	1.77791	2569
USP17L5	0.08028	7.08105	1.77791	2569
USP17L27	0.08028	7.08105	1.77791	2569
USP17L28	0.08028	7.08105	1.77791	2569
USP17L29	0.08028	7.08105	1.77791	2569
USP17L9P	0.08028	7.08105	1.77791	2569
USP17L30	0.08028	7.08105	1.77791	2569
USP17L6P	0.08028	7.08105	1.77791	2569
DEFB131A	0.85882	3.77422	1.85536	2569
LOC124900662	0.19184	3.51506	1.58249	2569
MIR548I2	1.12626	2.72748	1.86627	2569
LOC124900660	1.64237	2.27713	1.84026	2569
SLC2A9	1.883	2.05716	1.97829	2569
DRD5	1.69718	2.49044	2.07685	2569
SLC2A9-AS1	1.71589	2.17187	1.92579	2569
LOC124900664	1.71691	2.21173	1.9467	2569
LOC124900665	1.79403	2.27994	2.03959	2569
WDR1	1.85782	2.18946	2.02991	2569
MIR3138	1.363	2.46303	1.91789	2569
LOC124900666	1.29973	2.24464	1.74416	2569
LOC124900667	1.8458	2.17243	2.01307	2569
LOC107986260	1.75528	2.2303	1.99457	2569
ZNF518B	1.89054	2.18018	2.04066	2569
CLNK	1.87585	2.08086	1.98847	2569
LOC105374482	1.49933	2.12548	1.98775	2569
LOC105374481	1.23664	2.23443	2.02857	2569
LOC105374480	1.71873	2.215	1.98478	2569
LINC02498	1.91251	2.20759	2.0677	2569
LOC105374479	1.70489	2.30821	2.02729	2569
LOC105374488	1.75782	2.08543	1.92775	2569
MIR572	1.58677	2.56148	2.06487	2569
HS3ST1	1.82447	2.09643	1.9845	2569
LOC107986178	1.34806	2.02886	1.90295	2569
LINC02360	1.09527	2.07016	1.84814	2569
MIR12113	1.03442	2.22302	1.82998	2569
LOC105374489	1.07214	2.276	1.93187	2569
LOC107986179	1.06504	2.08386	1.91842	2569
LINC02270	1.55191	1.9993	1.77726	2569
LOC105374492	1.66614	2.02616	1.90383	2569
LOC105374490	1.64051	2.0793	1.89156	2569
LOC107986181	1.04091	2.02332	1.83117	2569
LOC105374493	1.779	2.00775	1.89188	2569
LOC124900668	1.72824	2.08491	1.90344	2569
RAB28	1.85126	2.079	1.99549	2569
LOC105374495	1.64154	2.19789	1.95088	2569
LOC124900669	1.7918	2.13543	1.99676	2569
LINC01097	1.37118	2.21086	1.97708	2569
NKX3-2	1.73424	2.24186	2.00325	2569
LINC01096	1.60652	2.46148	2.03866	2569
BOD1L1	1.8478	2.10273	1.98116	2569
MIR5091	1.27815	2.33386	1.85131	2569
LINC01182	1.82451	1.98143	1.91118	2569
LOC101929048	1.82151	2.03	1.92936	2569
LOC107986182	1.813	1.994	1.90377	2569
LINC01085	1.76137	2.0283	1.90146	2569
LOC124900670	1.80054	2.0433	1.92406	2569
LINC00504	1.82451	1.986	1.90754	2569
LOC105374496	1.69528	2.19786	1.96078	2569
CPEB2-DT	1.8296	2.0413	1.94138	2569
CPEB2	1.87777	2.10491	1.98625	2569
C1QTNF7-AS1	1.78321	2.04543	1.98408	2569
LOC124900673	1.65327	2.19489	1.94476	2569
C1QTNF7	1.87905	2.10446	1.99537	2569
LOC107986185	1.65945	2.381	2.05919	2569
CC2D2A	1.8888	2.1263	2.02656	2569
LOC124900672	1.78957	2.31518	2.05435	2569
LOC124900671	1.78754	2.242	2.02715	2569
FBXL5	1.87054	2.1913	2.03347	2569
FAM200B	1.85457	2.19848	2.04056	2569
BST1	1.72154	2.1613	1.99031	2569
LOC107986186	1.57413	2.41516	2.04846	2569
CD38	1.81642	2.173	2.01749	2569
FGFBP1	1.62115	2.24575	1.94599	2569
FGFBP2	1.69377	2.28846	2.00238	2569
PROM1	1.86282	2.08573	1.98877	2569
LOC124900884	1.64342	2.51262	2.08388	2569
LOC107986261	1.61508	2.2303	1.96418	2569
LOC105374502	1.69782	2.38873	2.0267	2569
TAPT1	1.87742	2.145	2.03031	2569
LOC107986187	1.67157	2.34537	2.02933	2569
TAPT1-AS1	1.82803	2.108	1.98551	2569
LOC124900674	1.62694	2.09759	1.97241	2569
LOC105374505	1.82451	2.08782	1.9658	2569
LOC124900675	1.68031	2.20373	1.95491	2569
LDB2	1.84754	2.04316	1.9523	2569
LOC124900604	1.61508	2.22286	1.91565	2569
LOC107986188	1.58365	2.22934	1.90833	2569
LOC105374507	1.66522	2.13791	1.92259	2569
LINC02493	1.74282	2.08816	1.92328	2569
LOC107986219	1.58077	2.20743	1.92017	2569
SNORA75B	1.1651	2.25062	1.69799	2569
LOC124900676	1.6366	2.24786	1.94289	2569
QDPR	1.812	2.12646	1.97661	2569
CLRN2	1.78285	2.1865	1.99269	2569
LOC124900895	1.36085	2.40464	1.87071	2569
LAP3	1.77257	2.1263	1.9502	2569
MED28-DT	1.74239	2.12039	1.9346	2569
MED28	1.76654	2.151	1.9651	2569
FAM184B	1.82857	2.03373	1.93683	2569
DCAF16	1.83719	2.20473	2.03045	2569
NCAPG	1.85973	2.14516	2.01659	2569
LCORL	1.87328	2.09402	1.99762	2569
LOC107986220	1.59314	2.32774	1.97797	2569
LOC107986262	1.83426	2.10043	1.96115	2569
LOC105374510	1.8138	1.98889	1.90823	2569
LOC107986263	1.40937	2.04805	1.92093	2569
LINC02438	1.70808	1.97043	1.86315	2569
LOC105374511	1.72016	2.00086	1.88925	2569
LOC105374513	1.66499	2.05216	1.88298	2569
LOC105374514	1.3918	2.1023	1.84279	2569
SLIT2	1.75851	1.99343	1.89714	2569
SLIT2-IT1	1.53191	2.27143	1.93604	2569
MIR218-1	1.3281	2.47269	1.88403	2569
LOC105374515	1.30864	2.09686	1.88225	2569
PACRGL	1.71185	2.0203	1.88342	2569
KCNIP4	1.71026	1.95889	1.85782	2569
MIR7978	0.68654	2.37786	1.84318	2569
LOC124900677	0.91677	2.12405	1.86285	2569
KCNIP4-IT1	1.64826	2.06316	1.85051	2569
LOC100505912	1.57985	2.031	1.83032	2569
LOC124900906	1.31531	2.36843	1.81424	2569
LOC124900841	1.58472	2.02905	1.82818	2569
ADGRA3	1.70877	1.98848	1.85805	2569
MIR12115	1.1565	2.10091	1.62871	2569
LOC105374521	1.20582	2.17671	1.9446	2569
LOC105374524	1.70933	2.00089	1.89167	2569
LOC105374523	1.77151	2.01246	1.89934	2569
LOC105374528	1.738	2.029	1.88314	2569
LOC124900680	1.31428	2.17075	1.76381	2569
LOC105374527	1.68028	2.07116	1.88255	2569
PPARGC1A	1.81634	1.997	1.91941	2569
LOC124900679	1.4735	2.21873	1.87666	2569
LOC124900678	1.84291	2.11043	1.98791	2569
LOC124900681	1.69508	2.16573	1.94536	2569
MIR573	1.25882	2.27786	1.78517	2569
DHX15	1.89957	2.104	2.01426	2569
LOC124900682	1.74793	2.32986	2.02344	2569
LINC02473	1.74979	2.17802	1.99125	2569
LOC124900683	1.79703	2.24143	2.01738	2569
SOD3	1.65703	2.1463	1.91269	2569
CCDC149	1.88685	2.06043	1.98078	2569
LOC102723675	1.87751	2.1273	1.9951	2569
LGI2	1.86682	2.14405	1.99649	2569
LOC124900684	1.79854	2.19389	2.00093	2569
LOC105374534	1.779	2.22578	2.00412	2569
SEPSECS	1.8943	2.18243	2.05738	2569
SEPSECS-AS1	1.8816	2.15702	2.03003	2569
LOC105374535	1.70647	2.23298	2.04209	2569
PI4K2B	1.91008	2.22373	2.061	2569
LOC124900685	1.79888	2.2493	2.03852	2569
ZCCHC4	1.91039	2.185	2.05834	2569
LOC124900686	1.48535	2.34243	1.92293	2569
ANAPC4	1.87426	2.20618	2.04087	2569
LOC105374536	1.67635	2.11273	1.98916	2569
LOC101929161	1.86788	2.4403	2.01731	2569
LOC124900687	0.99756	2.3263	1.94796	2569
SLC34A2	1.90857	2.21259	2.06592	2569
SEL1L3	1.86826	2.13886	2.0475	2569
LOC102723733	1.89728	2.17575	2.03193	2569
LOC124900688	1.79792	2.40589	2.11234	2569
LOC105374538	1.79972	2.23	2.04582	2569
SMIM20	1.87819	2.2553	2.08834	2569
LOC124900689	1.65314	2.2991	1.93339	2569
LINC02357	1.89334	2.20443	2.06592	2569
RBPJ	1.92577	2.14073	2.04791	2569
LOC105374541	1.89126	2.25046	2.0603	2569
LOC105374545	1.84677	2.20086	2.02802	2569
LOC124900690	1.90451	2.15086	2.03637	2569
LOC105374542	1.19519	2.23543	1.99439	2569
CCKAR	1.78862	2.24005	2.03939	2569
TBC1D19	1.95728	2.1163	2.03595	2569
LOC124900179	1.45496	2.64816	2.04272	2569
STIM2-AS1	1.54279	2.35686	1.97201	2569
STIM2	1.92854	2.1013	2.02159	2569
LINC02261	1.81134	2.04743	1.94257	2569
LOC124900842	1.67808	2.15643	1.93106	2569
LOC105374547	1.68842	2.11132	1.90832	2569
LOC105374548	1.67196	2.03543	1.89151	2569
LOC105374549	1.68054	2.08632	1.87292	2569
LOC105374550	1.69157	2.11886	1.93272	2569
LOC105374552	1.68326	1.9893	1.86102	2569
LOC105374553	1.67	1.98518	1.8264	2569
LOC105374557	1.6958	1.96805	1.86072	2569
LOC107986269	1.63231	2.31373	1.96433	2569
LOC124900843	1.6648	2.07343	1.90088	2569
LOC107986268	1.66916	2.05037	1.88798	2569
LOC105374556	1.50493	2.05843	1.80981	2569
LOC105374558	1.67931	1.98773	1.85449	2569
LOC105374559	1.53994	2.11316	1.85754	2569
MIR4275	1.00997	2.40354	1.7985	2569
LINC02364	1.61405	2.077	1.86366	2569
LINC02472	1.6175	2.12373	1.9062	2569
LOC124900885	1.1516	2.15189	1.69761	2569
LOC107986221	1.68828	1.98543	1.84163	2569
LOC105374562	1.51551	2.18762	1.888	2569
LOC124900844	1.5556	2.24648	1.8716	2569
PCDH7	1.71962	1.9923	1.87576	2569
LINC02497	1.66903	2.02046	1.85649	2569
LOC105374564	1.58499	2.064	1.86058	2569
LINC02501	1.68082	2.00186	1.85289	2569
LOC105374566	1.65837	2.0173	1.86198	2569
LOC107986222	1.62454	2.10902	1.87734	2569
LINC02506	1.69528	1.98916	1.86422	2569
LOC105377651	1.65977	2.04416	1.87473	2569
LOC124900845	1.04891	2.13559	1.85176	2569
LOC102723846	1.11658	2.11318	1.848	2569
LINC02353	0.9794	2.16434	1.79191	2569
LOC107986223	1.66545	1.98859	1.8519	2569
LOC124900831	1.35062	2.16202	1.77542	2569
LOC124900832	1.48086	2.06821	1.79186	2569
LOC105374391	1.75054	2.05516	1.92257	2569
LOC105374392	1.69403	2.06259	1.91469	2569
LOC101928622	1.771	2.0453	1.92388	2569
LINC02484	1.5912	2.03432	1.90686	2569
LOC107986271	1.21597	2.10459	1.92387	2569
LOC107986272	1.67673	2.101	1.9061	2569
LOC124900893	1.26999	2.38786	1.85421	2569
LOC124900846	1.63611	2.13359	1.89744	2569
LOC105374396	1.82377	2.17073	2.01408	2569
LOC105374397	1.87439	2.188	2.02867	2569
LOC124900847	1.64254	2.37386	2.02252	2569
ARAP2	1.57977	2.16343	2.05321	2569
LOC439933	1.29302	2.243	2.06403	2569
DTHD1	1.26459	2.24134	2.07661	2569
LOC105374399	1.26406	2.24605	2.0083	2569
MIR1255B1	1.24292	2.70114	2.13905	2569
LINC02505	1.6125	2.11686	1.9969	2569
LINC02616	1.76251	2.14916	1.95473	2569
LOC101928721	1.8358	2.12043	1.99291	2569
LOC105374402	1.81826	2.15686	1.97954	2569
MIR4801	1.23919	2.21339	1.71414	2569
NWD2	1.933	2.09643	2.01755	2569
C4orf19	1.885	2.08559	1.98434	2569
LOC124900691	1.80996	2.15686	1.98866	2569
RELL1	1.92714	2.13573	2.03759	2569
LOC105374404	1.71434	2.23386	2.00093	2569
LOC105374406	1.44499	2.41248	2.03063	2569
PGM2	1.8658	2.20266	2.0429	2569
TBC1D1	1.99482	2.19243	2.08887	2569
PTTG2	1.52618	2.63875	2.07741	2569
LOC124900692	1.66403	2.5248	2.1064	2569
LOC124900693	1.83151	2.291	2.05417	2569
LOC105374408	1.86526	2.2823	2.07571	2569
LOC124900694	1.729	2.24146	1.98667	2569
LOC105374409	1.7916	2.22759	2.01432	2569
LINC02513	1.83814	2.22459	2.02899	2569
LINC01258	1.87314	2.1703	2.05786	2569
LINC01259	1.70095	2.193	1.98802	2569
LINC02278	1.90822	2.35086	2.14088	2569
KLF3-AS1	1.95591	2.22502	2.09148	2569
KLF3	1.94577	2.23143	2.09104	2569
LOC105374413	1.75254	2.35046	2.01716	2569
TLR10	1.72316	2.36789	2.06197	2569
TLR1	1.7558	2.36021	2.11944	2569
LOC124900695	1.13508	2.50402	2.15896	2569
TLR6	1.40157	2.2923	2.09375	2569
FAM114A1	1.95854	2.27978	2.12014	2569
MIR574	1.40699	2.57118	1.99713	2569
TMEM156	1.9468	2.28475	2.10873	2569
KLHL5	1.89177	2.24343	2.05923	2569
LOC105374418	1.90503	2.27673	2.08639	2569
WDR19	1.97331	2.25391	2.10309	2569
RFC1	2.00477	2.2813	2.12499	2569
KLB	1.92847	2.31833	2.10626	2569
MIR5591	1.28819	2.34866	1.80683	2569
RPL9	1.78928	2.44775	2.09128	2569
LIAS	1.90275	2.36621	2.16635	2569
LOC401127	1.67827	2.60973	2.15388	2569
UGDH	1.88981	2.34773	2.12252	2569
UGDH-AS1	1.90191	2.28373	2.10983	2569
SMIM14	1.92854	2.29786	2.12322	2569
SMIM14-DT	1.73861	2.31116	2.10024	2569
UBE2K	1.91857	2.2773	2.1022	2569
PDS5A	1.93326	2.27748	2.11697	2569
LOC344967	1.77056	2.24159	2.01223	2569
N4BP2	1.93762	2.29916	2.12682	2569
RHOH	1.85773	2.29262	2.10925	2569
LINC02265	1.86579	2.28086	2.10331	2569
CHRNA9	1.83442	2.25791	2.0536	2569
RBM47	1.81164	2.25646	2.09324	2569
MIR4802	1.4293	2.61771	2.0224	2569
NSUN7	1.97705	2.29716	2.12635	2569
APBB2	1.97124	2.19443	2.08939	2569
LOC124900907	1.41092	2.49689	1.98815	2569
UCHL1-DT	1.9045	2.26543	2.10242	2569
UCHL1	1.91203	2.30686	2.10997	2569
LIMCH1	1.91373	2.14473	2.03609	2569
LOC105374423	1.84062	2.1653	2.01499	2569
LOC105374421	1.85388	2.32853	2.09499	2569
PHOX2B	1.67188	2.25975	1.99088	2569
PHOX2B-AS1	1.89326	2.18143	2.04162	2569
LINC00682	1.84231	2.50702	2.2024	2569
LOC124900696	1.89603	2.32889	2.12299	2569
LOC105374426	1.88393	2.19386	2.06342	2569
TMEM33	1.89784	2.23943	2.08485	2569
DCAF4L1	1.72028	2.27986	1.99457	2569
SLC30A9	1.86108	2.16573	1.99837	2569
BEND4	1.91603	2.19443	2.06365	2569
LOC124900697	1.81982	2.32821	2.06094	2569
LOC105374428	1.88819	2.15589	2.01205	2569
SHISA3	1.75711	2.27316	2.02753	2569
ATP8A1	1.96126	2.13616	2.03959	2569
LOC124900698	1.73496	2.46742	2.1072	2569
ATP8A1-DT	1.61779	2.50098	2.03667	2569
LOC105374430	1.75688	2.19286	2.01944	2569
GRXCR1	1.9106	2.07073	1.99945	2569
LOC105374432	1.77826	2.03843	1.92641	2569
LOC105374434	1.79426	2.05986	1.94765	2569
LOC105374433	1.80951	2.08075	1.94737	2569
LINC02383	1.78847	2.08762	1.9518	2569
LOC124900848	1.61391	2.21102	1.92307	2569
LOC124900849	1.61085	1.99018	1.80854	2569
LOC105374438	1.72593	2.06875	1.92918	2569
LINC02475	0.0	2.18873	1.88475	2569
KCTD8	1.64254	2.00002	1.91647	2569
LOC107986275	0.95537	2.06673	1.91672	2569
YIPF7	1.73319	2.01773	1.88149	2569
GUF1	1.73838	2.08516	1.9278	2569
GNPDA2	1.72296	2.043	1.89441	2569
LOC105374439	1.76977	2.0093	1.88599	2569
LOC112268465	1.71154	2.0403	1.88579	2569
LOC105374440	1.60316	2.1713	1.91446	2569
LOC105374441	1.65803	1.99486	1.8211	2569
LOC124900850	1.57803	3.55196	1.82593	2569
GABRG1	1.71411	2.01891	1.8841	2569
GABRA2	1.76454	1.987	1.89637	2569
COX7B2	1.83751	2.06043	1.9634	2569
GABRA4	1.859	2.0843	1.96988	2569
GABRB1	1.92051	2.04	1.98163	2569
LOC124900908	1.24149	2.28873	1.79767	2569
COMMD8	1.84957	2.2433	2.05261	2569
LOC107986277	1.7258	2.25143	1.97603	2569
ATP10D	1.92503	2.10686	2.01592	2569
CORIN	1.98505	2.132	2.06153	2569
LOC105374444	1.78531	2.225	2.04047	2569
MIR8053	1.48421	2.62434	2.0562	2569
LOC101927179	1.90705	2.16532	2.02629	2569
NFXL1	1.91626	2.16432	2.0331	2569
LOC101927157	1.91503	2.14959	2.02308	2569
CNGA1	1.90908	2.15132	2.03068	2569
NIPAL1	1.89251	2.25505	2.0809	2569
TXK	1.9328	2.18259	2.05296	2569
TEC	1.88582	2.17486	2.03571	2569
LOC105374445	1.79935	2.25773	2.04505	2569
SLAIN2	1.93654	2.22259	2.06551	2569
SLC10A4	1.79082	2.31316	2.05013	2569
ZAR1	1.87631	2.3023	2.09829	2569
FRYL	1.96951	2.18943	2.0743	2569
OCIAD1	1.96085	2.25143	2.10396	2569
OCIAD1-AS1	1.8836	2.34932	2.11746	2569
OCIAD2	1.87545	2.21543	2.05543	2569
LOC124900176	1.53961	2.64116	2.10402	2569
CWH43	1.89605	2.16989	2.05202	2569
LOC101927209	1.61588	2.71686	2.11112	2569
DCUN1D4	1.7765	2.074	1.95234	2569
LRRC66	1.88234	2.137	2.0167	2569
SGCB	1.77816	2.16262	1.97964	2569
LINC02480	1.64002	2.38075	2.04474	2569
SPATA18	1.82528	2.0823	1.94937	2569
LOC107986279	1.8016	2.04473	1.9431	2569
LOC124900897	1.11341	2.58262	2.00841	2569
USP46	1.89803	2.17937	2.03895	2569
USP46-DT	1.66751	2.33055	2.00496	2569
DANCR	1.76835	2.36786	2.10414	2569
MIR4449	1.46028	2.674	2.05917	2569
SNORA26	1.50395	2.79991	2.17215	2569
ERVMER34-1	1.77305	2.24873	2.00995	2569
LOC124900185	1.22119	2.60143	2.04127	2569
LOC107986281	1.62453	2.34989	2.04673	2569
LINC01618	1.80054	2.18978	2.00749	2569
LOC124900700	1.12609	2.41886	1.9671	2569
RASL11B	1.23708	2.3083	2.00334	2569
SCFD2	1.927	2.06416	2.00917	2569
LOC101928658	1.87328	2.16743	2.02336	2569
LOC124900701	1.80154	2.16243	1.98576	2569
LOC105377654	1.73157	2.40716	2.07792	2569
FIP1L1	1.86857	2.15059	2.0127	2569
LNX1	1.887	2.07443	1.97925	2569
LNX1-AS1	1.76877	2.10386	1.921	2569
LNX1-AS2	1.77408	2.16846	1.98325	2569
LOC100506444	1.78311	2.1673	1.97502	2569
LOC124900702	1.73416	2.11875	1.94526	2569
RPL21P44	1.64157	2.24889	1.92631	2569
CHIC2	1.89751	2.1	2.0062	2569
GSX2	1.5616	2.24302	1.9263	2569
LOC124900899	1.49114	2.6153	2.03316	2569
PDGFRA	1.81228	2.05975	1.95602	2569
LINC02283	1.73128	2.05175	1.90017	2569
LINC02260	1.71805	2.30621	1.99792	2569
KIT	1.81503	2.0563	1.94063	2569
LOC105377657	1.79751	2.04173	1.93098	2569
LINC02358	1.67951	2.05843	1.87691	2569
LOC124900703	1.79677	2.10746	1.96438	2569
KDR	1.87131	2.09386	1.98071	2569
SRD5A3	1.84193	2.15746	2.00994	2569
SRD5A3-AS1	1.8336	2.19673	2.02218	2569
LINC02928	1.79214	2.22659	2.01248	2569
TMEM165	1.81805	2.12046	1.95942	2569
CLOCK	1.81203	2.08675	1.95418	2569
LOC124900704	1.53282	2.26502	1.8835	2569
PDCL2	1.183	2.11002	1.95476	2569
NMU	1.19678	2.12073	1.98518	2569
LOC105377660	1.1632	2.185	1.9609	2569
EXOC1L	1.55421	2.17273	2.01966	2569
LOC105377661	1.16591	2.27691	2.02822	2569
EXOC1	1.90551	2.14943	2.03134	2569
LOC105377663	1.89654	2.11959	2.01086	2569
CEP135	1.89777	2.14	2.03001	2569
LOC124900705	1.84511	2.18675	2.03083	2569
CRACD	1.86903	2.04473	1.97247	2569
LOC101928760	1.76857	2.12502	1.95077	2569
LOC124900707	1.49337	2.38348	1.90765	2569
AASDH	1.80787	2.1273	1.99202	2569
PPAT	1.82188	2.10916	1.97478	2569
PAICS	1.81514	2.10902	1.97279	2569
LOC124900706	1.67705	2.167	1.92707	2569
SRP72	1.83426	2.12846	1.99044	2569
ARL9	1.39667	2.17316	1.99173	2569
LOC105377665	1.43286	2.17586	1.95322	2569
SPMAP2L	1.49864	2.06	1.96018	2569
HOPX	1.65625	2.14889	1.983	2569
LOC124900708	1.55853	2.22032	2.00912	2569
LOC105377666	1.62711	2.07605	1.8584	2569
CHAER1	1.72503	2.15686	1.92957	2569
LOC105377668	1.7276	2.21143	1.98882	2569
SPINK2	1.65993	2.1643	1.94512	2569
REST	1.82939	2.1703	2.00911	2569
NOA1	1.75854	2.14402	1.96987	2569
POLR2B	1.84457	2.08386	1.97038	2569
IGFBP7	1.77951	2.00073	1.88784	2569
LOC124900898	1.35142	2.38543	1.90618	2569
IGFBP7-AS1	1.76286	2.25069	1.93555	2569
LOC107986283	1.55468	2.1653	1.89553	2569
LINC02380	1.70026	2.02007	1.86599	2569
LOC124900904	1.41905	2.57802	1.97925	2569
LOC105377670	1.40302	2.13816	1.75398	2569
LINC02494	1.56922	2.08416	1.84625	2569
LOC124900833	1.57205	2.20243	1.9027	2569
LOC107986228	1.69231	2.07212	1.87248	2569
LOC105377246	1.57728	2.14846	1.86631	2569
LINC02429	1.66051	1.98359	1.85018	2569
LINC02496	1.6968	2.00886	1.8624	2569
MIR548AG1	1.17647	2.40548	1.87333	2569
LINC02271	1.60031	2.06232	1.83816	2569
LOC124900173	1.69637	1.973	1.85763	2569
ADGRL3	1.70828	1.96859	1.86459	2569
ADGRL3-AS1	1.69691	2.00086	1.86119	2569
LOC101927145	1.29821	1.98043	1.85659	2569
LOC124900709	1.57426	2.13791	1.90137	2569
LOC105377253	1.31537	1.99343	1.86254	2569
LOC105377254	1.64842	2.012	1.86553	2569
LOC124900851	1.09658	2.31255	1.87838	2569
TECRL	1.07881	1.93886	1.8021	2569
LOC107986284	1.72626	2.01043	1.88154	2569
LOC105377255	1.63108	2.27862	1.94409	2569
LINC02232	1.51347	1.96243	1.82656	2569
LINC02835	1.64916	2.07586	1.89473	2569
LOC124900852	1.56977	2.13546	1.85972	2569
EPHA5	1.70928	1.95886	1.85955	2569
EPHA5-AS1	1.70285	2.04934	1.87472	2569
LOC105377258	1.57231	2.12375	1.8451	2569
LOC105377259	1.63665	2.06143	1.86872	2569
LOC105377261	1.69922	1.98786	1.87289	2569
MIR1269A	0.96285	2.18489	1.52718	2569
LOC105377262	1.8316	1.99902	1.9212	2569
LOC101927237	1.65604	2.51038	1.94109	2569
CENPC	1.80488	2.13243	1.96621	2569
STAP1	1.80111	2.15073	1.98076	2569
UBA6	1.86003	2.15902	2.01904	2569
UBA6-DT	1.78968	2.19673	2.02106	2569
GNRHR	1.82065	2.21186	2.02985	2569
LOC124900175	1.46684	2.69104	2.04753	2569
LOC102724780	1.81962	2.2333	2.04363	2569
TMPRSS11D	1.86377	2.09316	1.97588	2569
TMPRSS11A	1.86426	2.08643	1.97806	2569
TMPRSS11GP	1.13639	2.18762	1.90504	2569
TMPRSS11F	1.84926	2.07286	1.95192	2569
LOC550113	1.75828	2.10643	1.92467	2569
SYT14P1	1.67726	2.25294	1.94698	2569
FTLP10	1.71905	2.10062	1.90695	2569
TMPRSS11BNL	1.77403	2.08646	1.92218	2569
TMPRSS11B	1.80154	2.12232	1.95088	2569
TMPRSS11E	1.78257	2.07043	1.92642	2569
UGT2B17	0.011	2.11143	1.04956	2569
LOC124900853	1.64973	2.17	1.90889	2569
LOC105377265	1.71351	2.1229	1.91896	2569
UGT2B7	1.66726	2.09443	1.84712	2569
LOC105377267	1.70205	2.43482	1.92503	2569
UGT2B11	1.78762	2.57288	1.97042	2569
UGT2B28	0.01651	2.53511	1.50226	2569
UGT2B4	1.65876	2.60394	1.8821	2569
UGT2A2	1.40188	2.06	1.88404	2569
UGT2A1	1.34631	2.05716	1.89705	2569
SULT1B1	1.81416	2.1133	1.98817	2569
SULT1E1	1.86277	2.11843	1.99586	2569
CSN1S1	1.81031	2.17546	2.01213	2569
CSN2	1.74104	2.18562	1.97445	2569
CSN1S2AP	1.81437	2.18086	2.00023	2569
ODAM	0.925	2.21873	2.01419	2569
FDCSP	1.79911	2.28346	2.05559	2569
CSN3	1.63228	2.18459	1.98153	2569
CABS1	1.63096	2.37786	2.00925	2569
SMR3A	1.20351	2.20218	1.93764	2569
SMR3B	1.43103	2.18478	1.85023	2569
OPRPN	1.76882	2.21089	1.99654	2569
MUC7	1.75814	2.13273	2.0056	2569
AMTN	1.70951	2.20532	1.96688	2569
AMBN	1.79988	2.2693	2.06972	2569
ENAM	1.83833	2.25486	2.06142	2569
JCHAIN	1.77834	2.37162	2.10748	2569
LOC101927297	1.84535	2.3943	2.13661	2569
UTP3	1.68302	2.44202	2.08499	2569
RUFY3	1.77136	2.26105	2.08795	2569
LOC124900900	1.40676	2.533	2.01486	2569
GRSF1	1.67561	2.17234	1.98147	2569
LOC124900710	1.56237	2.1343	1.85018	2569
LOC124900887	1.50533	2.52766	2.03616	2569
LOC124900711	1.66922	2.27518	1.96772	2569
MOB1B	1.77474	2.21186	2.06399	2569
DCK	1.75512	2.21332	2.05602	2569
SLC4A4	1.91626	2.07416	2.00447	2569
LOC124900712	1.75693	2.384	2.07153	2569
LOC124900836	1.63127	2.47832	2.07172	2569
LOC107986285	1.65277	2.18618	1.92831	2569
LOC105377271	1.81377	2.119	1.96697	2569
GC	1.80612	2.04989	1.94983	2569
NPFFR2	1.72831	2.00786	1.85449	2569
ADAMTS3	1.8068	1.98373	1.9129	2569
LOC105377273	1.82826	2.07886	1.95195	2569
LOC107986286	1.76308	2.13434	1.95037	2569
COX18	1.90003	2.23532	2.05466	2569
LOC112268467	1.7565	2.59462	2.16793	2569
ANKRD17	1.91777	2.11889	2.0159	2569
LOC124900713	1.58911	2.17086	1.92323	2569
ANKRD17-DT	1.90054	2.0893	2.00961	2569
LOC124900180	1.35808	2.43878	1.89619	2569
ALB	1.86603	2.18243	2.01765	2569
AFP	1.84616	2.18748	2.01605	2569
AFM	1.84826	2.15516	2.00232	2569
LINC02499	1.78577	2.11259	1.95979	2569
LOC107986287	1.80747	2.23662	2.03036	2569
RASSF6	1.79751	2.11348	1.94822	2569
INKILN	1.82408	2.17986	2.01751	2569
UMLILO	1.69396	2.25146	1.9854	2569
CXCL8	1.66321	2.29859	2.00436	2569
CXCL6	1.5577	2.2133	1.90709	2569
PF4V1	1.58419	2.46262	1.99031	2569
CXCL1	1.63258	2.30059	1.97879	2569
PF4	1.52714	2.36	1.96289	2569
PPBP	1.59104	2.44846	2.04716	2569
CXCL5	1.72954	2.30659	2.01012	2569
LOC124900715	1.81405	2.26116	2.04083	2569
CXCL3	1.61253	2.35043	2.02412	2569
