region	.1 Percentile	99.9 Percentile	Mean	Total
XRCC4	1.88441	2.07477	1.97906	1283
LOC105379053	1.7979	2.19333	2.00282	1283
VCAN	1.90777	2.08431	1.987	1283
VCAN-AS1	1.81733	2.10418	1.96513	1283
LOC124901021	1.70167	2.18951	1.95142	1283
HAPLN1	1.86751	2.04987	1.96825	1283
LOC107986386	1.55405	2.39803	1.95942	1283
EDIL3	1.83015	2.01459	1.93227	1283
EDIL3-DT	1.79526	2.09177	1.94973	1283
LOC105379059	1.73967	2.13903	1.96702	1283
LOC101929321	1.66136	2.07833	1.88776	1283
LOC105379061	1.60215	2.14382	1.88117	1283
LOC105379062	1.66941	2.04118	1.87132	1283
LOC105379063	1.71374	2.11459	1.93001	1283
NBPF22P	1.71864	2.19487	1.94234	1283
LOC105379064	1.80964	2.04005	1.9312	1283
COX7C	1.63641	2.38777	2.00496	1283
SNORD138	1.54079	2.62159	2.00126	1283
LINC02059	1.6701	2.32	1.99776	1283
LOC645261	1.77769	2.275	2.00338	1283
MIR4280HG	1.85518	2.18115	1.99181	1283
LOC105379065	1.80992	2.283	2.06035	1283
MIR4280	1.53644	2.70895	2.08247	1283
LOC101929380	1.92051	2.23993	2.02876	1283
LINC01949	1.86228	2.22487	2.03896	1283
RASA1	1.94213	2.20654	2.0478	1283
LOC124901022	1.83179	2.23116	2.02414	1283
CCNH	1.95213	2.21608	2.06302	1283
LOC644285	1.79605	2.322	2.08977	1283
LOC105379066	1.93828	2.16287	2.04554	1283
LINC02144	1.90241	2.14131	2.02814	1283
LINC02488	1.81267	2.1749	2.00845	1283
LOC124901023	1.71362	2.22444	1.98612	1283
LOC105379070	1.76418	2.21377	1.99143	1283
TMEM161B	1.90526	2.10064	1.99725	1283
TMEM161B-DT	1.92379	2.09446	2.02337	1283
LOC124900200	1.34603	2.37641	1.84789	1283
LINC02060	1.89226	2.17715	2.0531	1283
MIR9-2HG	1.99313	2.15215	2.06832	1283
MIR9-2	1.56638	2.56762	2.05207	1283
MEF2C-AS2	1.94138	2.18359	2.06406	1283
GSCAR	1.7642	2.2819	2.01845	1283
MEF2C	1.96664	2.24915	2.086	1283
MEF2C-AS1	1.97715	2.21687	2.0837	1283
LOC105379074	1.77087	2.35162	2.09744	1283
LOC105379073	1.88692	2.34495	2.12244	1283
LOC107986387	1.74231	2.29246	2.02566	1283
LINC02161	1.92697	2.12905	2.02467	1283
LOC124901184	1.90405	2.19644	2.05061	1283
LOC102724637	1.92456	2.13444	2.03549	1283
MIR3660	1.38013	2.45364	1.88016	1283
LINC01339	1.89572	2.07503	1.99453	1283
CETN3	1.85626	2.2149	2.01661	1283
LOC731157	1.56782	2.42985	2.01321	1283
MBLAC2	1.88538	2.21549	2.03612	1283
POLR3G	1.87241	2.13205	1.99455	1283
LYSMD3	1.79026	2.20215	1.97994	1283
ADGRV1	1.92077	2.04215	1.9869	1283
LOC105379077	1.83215	2.11446	1.96285	1283
LOC107986432	1.83741	2.066	1.95997	1283
LOC107986433	1.60831	2.23233	1.92113	1283
LUCAT1	1.81936	2.21764	2.02078	1283
ARRDC3	1.8289	2.19831	2.01868	1283
ARRDC3-AS1	1.90218	2.16323	2.03891	1283
LOC107986434	1.82528	2.16444	2.02135	1283
LOC105379078	1.82838	2.11405	1.9713	1283
LOC105379080	1.78515	1.98987	1.90748	1283
LOC105379082	1.79882	2.03415	1.94128	1283
LINC02058	1.83677	2.10018	1.97562	1283
LOC107986388	1.45369	2.29731	1.89915	1283
LOC124901025	1.71495	2.21059	1.95837	1283
LOC105379083	1.84113	2.07372	1.95425	1283
NR2F1-AS1	1.92064	2.07287	2.00536	1283
LOC124901026	1.72026	2.31144	2.02982	1283
NR2F1	1.78813	2.12618	1.9439	1283
LOC124901027	1.5031	2.3141	1.92987	1283
ARB2A	1.91982	2.04172	1.99747	1283
MIR2277	1.49741	2.67413	2.05311	1283
LOC124901028	1.90826	2.08815	2.01059	1283
POU5F2	1.7939	2.16744	1.9851	1283
LOC105379087	1.93554	2.08772	2.02842	1283
KIAA0825	1.97003	2.09472	2.03896	1283
SLF1	1.93444	2.16874	2.05911	1283
MCTP1	1.97054	2.15115	2.04775	1283
LOC105379085	1.97508	2.21759	2.08811	1283
LOC105379089	1.92779	2.22972	2.08002	1283
FAM81B	1.94628	2.19115	2.07284	1283
SKIC3	1.99703	2.22331	2.10843	1283
ARSK	2.00726	2.30959	2.14101	1283
GPR150	1.85923	2.55187	2.22721	1283
LOC112267933	1.89118	2.35974	2.15427	1283
RFESD	1.78738	2.38403	2.13254	1283
SPATA9	1.96579	2.25405	2.09889	1283
LOC105379090	1.92	2.28131	2.086	1283
RHOBTB3	2.00938	2.2889	2.12498	1283
GLRX	1.87664	2.37298	2.09177	1283
LOC124901029	1.9072	2.31933	2.09684	1283
LOC102724720	1.90126	2.33631	2.10217	1283
LINC01554	1.82362	2.33087	2.09618	1283
LOC105379091	1.92564	2.30718	2.09274	1283
ELL2	1.92356	2.2789	2.09109	1283
CAST	1.98408	2.21023	2.08905	1283
LOC101929710	1.96415	2.20833	2.08385	1283
LOC105379096	1.98656	2.25792	2.1036	1283
MIR583	1.66595	2.46231	2.0805	1283
LOC105379675	1.03677	2.34362	2.03517	1283
LOC124901032	1.71277	2.52649	2.12177	1283
LOC107986365	1.91867	2.27746	2.07861	1283
LOC124901034	1.81108	2.34715	2.08855	1283
PCSK1	1.93105	2.18346	2.07288	1283
LOC107986363	1.91126	2.31844	2.11423	1283
ERAP1	1.94167	2.26905	2.08434	1283
LOC124901031	1.58003	2.43887	1.94363	1283
LOC124901033	1.73192	2.31405	2.0801	1283
ERAP2	1.80472	2.28154	2.0544	1283
LOC124901030	1.79351	2.54082	2.16927	1283
LNPEP	1.97128	2.26744	2.09072	1283
LIX1-AS1	1.97577	2.24674	2.10408	1283
LIX1	1.97985	2.28354	2.12039	1283
RIOK2	1.85641	2.78124	2.06203	1283
LINC01340	1.91577	2.15544	2.05413	1283
LINC02234	1.73126	2.14287	1.99777	1283
LINC01846	1.75623	2.02472	1.90672	1283
RGMB	1.88997	2.20159	2.05286	1283
RGMB-AS1	1.65526	2.23295	1.95477	1283
LOC105379099	1.86513	2.33249	2.09635	1283
CHD1	1.92708	2.226	2.06932	1283
CHD1-DT	1.89505	2.172	2.04443	1283
LOC100289230	1.672	2.51026	2.11371	1283
LOC107986436	1.89126	2.28003	2.08352	1283
LINC02113	1.82638	2.08159	1.93639	1283
LOC105379101	1.59059	2.35092	1.96165	1283
LOC105379100	1.14862	2.32391	2.0333	1283
FAM174A-DT	1.33151	2.141	2.02431	1283
FAM174A	1.90415	2.17462	2.04063	1283
ST8SIA4	1.88162	2.25277	2.06014	1283
MIR548P	1.38505	2.51944	1.96547	1283
LOC107986437	1.86651	2.19833	2.04518	1283
LOC107986438	1.7372	2.11744	1.92559	1283
LOC105379102	1.166	2.01372	1.9376	1283
SLCO4C1	1.79851	2.03715	1.93342	1283
SLCO6A1	1.83413	2.5576	1.94083	1283
LOC124901035	1.72795	2.24749	2.00697	1283
LOC124901036	1.66226	2.29939	1.989	1283
LINC00492	1.84369	2.10862	1.98157	1283
LINC00491	1.83977	2.09	1.96589	1283
LOC105379104	1.80846	2.09346	1.97605	1283
PAM	1.90777	2.08218	1.99844	1283
LOC105379105	1.79403	2.15172	1.99563	1283
GIN1	1.83403	2.13672	2.0055	1283
PPIP5K2	1.92438	2.15121	2.02428	1283
LOC124901037	1.76028	2.241	2.00407	1283
MACIR	1.81913	2.54692	1.9999	1283
LINC02115	1.78867	2.14303	1.96817	1283
NUDT12	1.70677	2.0939	1.90839	1283
LOC105379107	1.84903	2.02723	1.93723	1283
LOC101930276	1.75	2.16587	1.95904	1283
NIHCOLE	1.78213	2.08149	1.92565	1283
LOC105379109	1.68503	2.02857	1.87737	1283
RAB9BP1	0.83072	2.33752	1.86305	1283
LOC105379110	1.72046	2.27684	1.87897	1283
LINC01950	1.7551	2.02987	1.91473	1283
EFNA5	1.86744	2.08546	1.9739	1283
LOC124901038	1.77113	2.22544	1.97295	1283
LOC124901039	1.71356	2.43493	2.05008	1283
FBXL17	1.92013	2.07523	1.9793	1283
LOC105379114	1.575	2.12149	1.95773	1283
LOC107986440	1.81341	2.36836	2.07746	1283
LINC01023	1.63005	2.56131	2.13601	1283
FER	1.90303	2.10872	2.01713	1283
LOC124901040	1.82838	2.165	2.02145	1283
LOC285638	1.84964	2.10333	1.98472	1283
PJA2	1.85459	2.16428	2.00753	1283
LOC105379117	1.8839	2.09687	1.9834	1283
MAN2A1-DT	1.72892	2.38331	2.03942	1283
MAN2A1	1.88851	2.07092	1.97198	1283
LINC01848	1.62626	2.30633	1.97028	1283
LOC105379119	1.63877	2.1919	1.93865	1283
TMEM232	1.90713	2.05215	1.98156	1283
MIR548F3	1.46108	2.5919	1.99682	1283
LOC124900207	1.51664	2.63164	2.06896	1283
SLC25A46	1.83149	2.16928	1.98729	1283
LOC105379121	1.14687	2.29044	2.06644	1283
TSLP	1.09938	2.29731	2.06584	1283
WDR36	1.12607	2.48333	2.04822	1283
CAMK4	1.70264	2.12072	2.00215	1283
STARD4	1.90477	2.31215	2.08113	1283
STARD4-AS1	1.91026	2.18565	1.9903	1283
LOC105369177	1.79238	2.24464	1.99979	1283
LOC124901042	1.79162	2.31603	2.06767	1283
NREP	1.95113	2.21804	2.01159	1283
LOC105379122	1.85292	2.24965	2.02407	1283
NREP-AS1	1.91744	2.21847	2.01157	1283
EPB41L4A	1.83128	2.10649	2.01915	1283
EPB41L4A-AS1	0.99018	2.4381	2.10464	1283
SNORA13	1.04233	2.67374	2.12678	1283
LOC124901044	1.74862	2.22726	1.98533	1283
LOC101927023	1.89326	2.16403	2.02651	1283
EPB41L4A-DT	1.67638	2.62877	2.17851	1283
LOC124901043	1.67751	2.17215	1.95532	1283
LINC02200	1.76169	2.38346	2.08876	1283
LOC102467216	1.77756	2.23093	2.02211	1283
APC	1.94579	2.222	2.07193	1283
SRP19	1.82351	2.23631	2.03033	1283
REEP5	1.85451	2.25841	2.04577	1283
LOC105379123	1.41336	2.28746	2.07507	1283
LOC105379126	1.79938	2.55067	2.13198	1283
DCP2	1.93282	2.31464	2.07209	1283
MCC	1.94464	2.12303	2.0221	1283
LOC124901045	1.83641	2.19131	2.04678	1283
LOC107986366	1.8839	2.17274	2.02816	1283
TSSK1B	1.65436	2.39467	2.05316	1283
LOC124901046	1.71426	2.54131	2.10657	1283
YTHDC2	1.82918	2.21331	2.0062	1283
LOC107986441	1.73608	2.09744	1.97341	1283
LOC105379127	1.84215	2.08215	1.95218	1283
LOC124901047	1.79549	2.03233	1.94555	1283
KCNN2	1.804	2.02287	1.92821	1283
LOC101927078	1.50143	2.04321	1.95107	1283
LINC01957	0.99474	2.22572	1.94377	1283
TRIM36	1.90972	2.14603	2.03717	1283
PGGT1B	1.89956	2.16569	2.02399	1283
CCDC112	1.87238	2.172	2.03286	1283
LOC105379129	1.89377	2.11272	2.00246	1283
LOC105379130	1.77705	2.30603	2.03951	1283
FEM1C	1.90228	2.25844	2.05087	1283
TICAM2	1.90003	2.28459	2.06411	1283
TMED7-TICAM2	1.904	2.27267	2.06147	1283
TICAM2-AS1	1.82477	2.26957	2.05515	1283
TMED7	1.88828	2.32087	2.07449	1283
LOC102467217	1.66959	2.12574	1.88694	1283
LOC124901048	1.81477	2.20287	2.00163	1283
CDO1	1.86069	2.23559	2.05618	1283
LOC124901049	1.85272	2.24272	2.05715	1283
ATG12	1.84046	2.26136	2.03591	1283
AP3S1	1.91372	2.17274	2.06853	1283
LINCADL	1.63938	2.34636	1.98139	1283
LVRN	1.89026	2.11274	1.9927	1283
ARL14EPL	1.74177	2.11772	1.89674	1283
COMMD10	1.06959	2.13672	1.93532	1283
MIR12130	0.76269	2.67606	1.82091	1283
LOC101927190	1.12633	2.24472	1.98741	1283
SEMA6A	1.933	2.10018	2.01448	1283
SEMA6A-AS1	1.83964	2.13936	1.99527	1283
SEMA6A-AS2	1.86569	2.17205	2.0259	1283
LINC02214	1.78651	2.09772	1.94791	1283
LOC105379133	1.87254	2.14013	2.00374	1283
LOC105379136	1.84392	2.23815	2.03061	1283
LOC105379135	1.84203	2.2019	2.01102	1283
LOC105379134	1.56738	2.25946	1.92144	1283
LOC105379137	1.84169	2.10659	1.97519	1283
LOC107986375	1.37285	2.51218	1.9954	1283
LOC105379138	1.72405	2.23059	1.98508	1283
LOC105379139	1.70944	2.19831	1.98539	1283
LINC00992	1.8109	2.06244	1.95126	1283
LOC124900192	1.783	2.10046	1.94725	1283
LOC124901050	1.56582	2.41428	2.01086	1283
LINC02147	1.83615	2.038	1.94982	1283
LOC124901051	1.68369	2.16987	1.97182	1283
LINC02148	1.29733	2.31972	1.96295	1283
LINC02208	1.52741	2.21647	2.00841	1283
LINC02216	1.73154	2.30887	2.02352	1283
LINC02215	1.8649	2.23844	2.01144	1283
LOC124901052	1.71438	2.30603	2.02591	1283
DTWD2	1.97013	2.34147	2.09076	1283
MIR1244-2	1.67626	2.40316	2.0234	1283
DMXL1-DT	1.97338	2.32303	2.10782	1283
LOC124901209	1.56467	2.67464	2.12691	1283
DMXL1	1.98341	2.39818	2.12302	1283
MIR5706	1.68064	2.78593	2.20567	1283
TNFAIP8	1.91554	2.36826	2.07489	1283
LOC102723444	1.82059	2.49949	2.07269	1283
HSD17B4	1.95126	2.27867	2.08404	1283
LOC107986444	1.84138	2.3659	2.08013	1283
LOC124901198	1.46331	2.6039	2.05674	1283
FAM170A	1.74092	2.27859	2.00779	1283
LOC105379144	1.93626	2.14287	2.03135	1283
LOC124901053	1.59718	2.48182	2.03705	1283
LOC124901054	1.79282	2.15751	1.98186	1283
PRR16	1.80413	2.01346	1.92553	1283
LOC105379147	0.85797	2.20795	1.90251	1283
LOC102467226	1.57085	2.19331	1.89072	1283
LOC105379150	1.12297	2.1259	1.93545	1283
LOC105379149	1.57067	2.0819	1.9515	1283
FTMT	1.55292	2.36146	1.94823	1283
LOC105379148	1.62626	2.13364	1.8714	1283
SRFBP1	1.86013	2.06544	1.97317	1283
LOX	1.81979	2.14492	1.9862	1283
ZNF474-AS1	1.84705	2.10839	1.98623	1283
ZNF474	1.81979	2.15133	1.99654	1283
ZNF475	1.8549	2.15759	2.01784	1283
SNCAIP	1.91164	2.067	1.99394	1283
MGC32805	1.88277	2.13567	2.00594	1283
LOC107986446	1.88138	2.16144	2.02064	1283
LOC105379151	1.77464	2.10872	1.94411	1283
LOC101927357	1.658	2.24851	1.97053	1283
LINC02201	1.85328	2.08605	1.97451	1283
SNX2	1.89203	2.14746	2.01212	1283
LOC105379154	1.9089	2.14287	2.02606	1283
SNX24	1.88413	2.06444	1.97655	1283
LOC124901213	1.597	2.52569	2.10297	1283
PPIC	1.8219	2.21082	2.02791	1283
PPIC-AS1	1.87879	2.16918	2.02998	1283
PRDM6-AS1	1.50467	2.13995	1.8554	1283
PRDM6	1.86969	2.09015	1.99077	1283
CEP120	1.84751	2.14	1.99296	1283
CSNK1G3	1.91513	2.14887	2.03288	1283
LINC01170	1.88564	2.03615	1.96036	1283
LOC101927397	1.72118	2.26318	2.00033	1283
LOC107986448	1.74195	2.17315	1.94595	1283
LOC105379155	1.64208	2.15787	1.87896	1283
ZNF608	1.915	2.16508	1.99651	1283
LOC105379156	1.65254	2.29434	1.98889	1283
LOC105379157	1.7761	2.21544	2.007	1283
LOC107986391	1.82826	2.20915	2.0127	1283
LOC124901055	1.4181	2.4839	1.94092	1283
LOC105379158	1.03618	2.27159	1.98839	1283
LOC101927421	1.85244	2.01815	1.94961	1283
LOC124901056	1.90333	2.07123	1.98521	1283
LINC02240	1.88626	2.07774	1.97994	1283
LINC02039	1.87115	2.26154	2.06117	1283
LOC101927488	1.83226	2.30526	2.02438	1283
GRAMD2B	1.97203	2.29957	2.07385	1283
LOC101927514	1.87926	2.33203	2.10499	1283
ALDH7A1	1.92195	2.32772	2.07773	1283
PHAX	1.89151	2.42665	2.10576	1283
SPMIP10	1.67303	2.37239	2.01704	1283
LOC105379162	1.7849	2.27215	1.98706	1283
LMNB1-DT	1.80751	2.35249	2.06618	1283
LMNB1	1.88895	2.29005	2.11261	1283
MARCHF3	1.96277	2.25944	2.11289	1283
LOC105379163	1.91764	2.35872	2.14127	1283
C5orf63	1.92982	2.25331	2.1115	1283
LOC105379198	1.87367	2.25431	2.06322	1283
MEGF10	1.98003	2.16972	2.07541	1283
LOC124901057	1.79108	2.37754	2.09055	1283
LOC105379199	1.91326	2.22113	2.05755	1283
PRRC1	1.86813	2.24251	2.05989	1283
LOC124901058	1.85482	2.24572	2.05575	1283
CTXN3	1.83626	2.24433	2.0501	1283
LOC105379164	1.88251	2.30187	2.05993	1283
CCDC192	1.94964	2.1539	2.03699	1283
LOC124901059	1.90226	2.24052	2.04299	1283
SLC12A2-DT	1.89115	2.12703	2.01502	1283
SLC12A2	1.91741	2.14259	2.03124	1283
FBN2	1.92326	2.08972	2.01681	1283
LOC105379167	1.67231	2.14887	1.94548	1283
LOC105379168	1.81382	2.01474	1.93065	1283
SLC27A6	1.81251	2.04287	1.92069	1283
LOC102723638	1.51228	2.16987	1.88293	1283
LOC124901060	1.66454	2.29859	2.01517	1283
ISOC1	1.74944	2.11051	1.92188	1283
MIR4633	1.25433	2.24036	1.75313	1283
LOC102723654	1.79064	1.98972	1.91054	1283
LOC105379169	1.55851	2.11459	1.86952	1283
MIR4460	1.25274	2.28615	1.80631	1283
ADAMTS19-AS1	1.33056	2.17192	1.77442	1283
ADAMTS19	1.8082	2.02305	1.93473	1283
MINAR2	1.75367	2.10036	1.93364	1283
LOC112267944	1.74767	2.11798	1.9256	1283
CHSY3	1.85456	2.06331	1.96286	1283
LOC105379171	1.87044	2.13374	1.99849	1283
LOC107986449	1.93892	2.25303	2.07227	1283
LOC105379172	1.94013	2.2791	2.08824	1283
HINT1	1.80308	2.42905	2.13598	1283
LYRM7	1.89423	2.35198	2.102	1283
LOC124901061	1.90131	2.42705	2.12632	1283
CDC42SE2	1.95251	2.32646	2.11329	1283
LOC105379173	1.9249	2.30533	2.09172	1283
RAPGEF6	1.99115	2.25395	2.10471	1283
FNIP1	1.98844	2.23282	2.09633	1283
MEIKIN	1.98328	2.18746	2.08423	1283
ACSL6	2.01913	2.21949	2.11365	1283
ACSL6-AS1	1.86964	2.40064	2.13136	1283
LOC124901062	1.92638	2.3949	2.14266	1283
LOC105379174	1.9151	2.66538	2.10033	1283
IL3	1.80467	2.35631	2.10032	1283
CSF2	1.88356	2.4809	2.18251	1283
P4HA2-AS1	1.86695	2.38515	2.15827	1283
P4HA2	1.96026	2.25805	2.1019	1283
MIR6830	1.62597	2.64415	2.09319	1283
PDLIM4	1.91469	2.30721	2.10775	1283
LOC124901063	1.60851	2.57133	2.06671	1283
SLC22A4	1.97315	2.27631	2.12454	1283
MIR3936HG	1.954	2.28533	2.1088	1283
MIR3936	1.78531	2.52787	2.14624	1283
SLC22A5	1.92141	2.27118	2.09111	1283
IRF1-AS1	1.92926	2.28998	2.10154	1283
LINC02863	1.78272	2.34046	2.08074	1283
IRF1	1.85277	2.3731	2.10396	1283
IL5	1.92972	2.44293	2.18035	1283
RAD50	1.94185	2.3519	2.1489	1283
TH2LCRR	1.92528	2.34657	2.13461	1283
IL13	1.79531	2.29287	2.04375	1283
IL4	1.87108	2.35708	2.10378	1283
LOC105379176	1.78564	2.38487	2.08992	1283
KIF3A	1.90564	2.382	2.14669	1283
CCNI2	1.88979	2.64183	2.15023	1283
SEPTIN8	1.89367	2.47601	2.1047	1283
SOWAHA	1.86515	2.46451	2.14925	1283
SHROOM1	1.99631	2.48265	2.20188	1283
LOC124901190	1.5439	2.67882	2.12127	1283
GDF9	1.84182	2.44941	2.13057	1283
UQCRQ	1.79459	2.46331	2.12502	1283
LEAP2	1.67556	2.62429	2.06652	1283
AFF4	1.94313	2.42308	2.12264	1283
AFF4-DT	1.88569	2.75846	2.32293	1283
ZCCHC10	1.89377	2.32726	2.08804	1283
HSPA4	1.95113	2.36485	2.09903	1283
LOC105379178	1.94228	2.36885	2.13125	1283
FSTL4	1.99726	2.26726	2.07158	1283
CTB-49A3.2	1.90467	2.35075	2.07268	1283
LOC124901067	1.92618	2.39221	2.10266	1283
LOC124901068	1.55923	2.32193	2.07342	1283
CTB-3M24.3	1.80464	2.31221	2.06934	1283
MIR1289-2	1.52269	2.69536	2.08275	1283
LOC124901066	1.83136	2.35672	2.11022	1283
LOC124901210	1.45992	2.5551	1.96711	1283
WSPAR	1.74085	2.41903	2.0888	1283
LOC105379182	1.94513	2.32203	2.10228	1283
C5orf15	1.89564	2.38018	2.09849	1283
LOC105379183	1.55392	2.42357	2.00715	1283
VDAC1	1.91831	2.31396	2.08428	1283
LOC124901069	1.55062	2.62326	2.04712	1283
TCF7	1.95841	2.34442	2.11372	1283
SKP1	1.92726	2.40173	2.10487	1283
PPP2CA	1.89282	2.33213	2.10512	1283
MIR3661	1.64808	2.52595	2.09169	1283
PPP2CA-DT	1.77508	2.49662	2.12215	1283
CDKL3	1.98141	2.40329	2.14445	1283
UBE2B	1.92905	2.41741	2.14501	1283
CDKN2AIPNL	1.94092	2.51272	2.19663	1283
LINC02999	1.84585	2.50759	2.15036	1283
LINC01843	1.77374	2.42949	2.07419	1283
LOC124901070	1.70256	2.43234	2.07483	1283
JADE2	1.91336	2.31513	2.0879	1283
LOC124901191	1.54728	2.65574	2.10937	1283
SAR1B	1.89405	2.42339	2.13886	1283
SEC24A	1.9281	2.43334	2.15033	1283
LOC124901192	1.69779	2.68377	2.18276	1283
CAMLG	1.87295	2.40092	2.15123	1283
DDX46	1.93082	2.41142	2.12669	1283
C5orf24	1.96115	2.44842	2.14658	1283
TXNDC15	1.97715	2.41001	2.16038	1283
LOC124901071	1.6372	2.57239	2.18012	1283
PCBD2	2.01528	4.05075	2.44122	1283
CATSPER3	1.98315	2.2979	2.10021	1283
PITX1	1.82503	2.30749	2.07399	1283
PITX1-AS1	2.00341	2.27103	2.07895	1283
EPIST	1.82136	2.62121	2.19539	1283
LOC124901072	1.6509	2.41582	2.01207	1283
LINC02900	1.83556	2.21944	2.03555	1283
MACROH2A1	1.98079	2.31524	2.10574	1283
DCANP1	1.66279	2.41367	2.03303	1283
TIFAB	1.8102	2.30895	2.05612	1283
LOC124901073	1.75713	2.25518	1.99832	1283
NEUROG1	1.79908	2.44731	2.13955	1283
CXCL14	1.83597	2.32133	2.08053	1283
SLC25A48	1.83008	2.099	1.9657	1283
SLC25A48-AS1	1.76438	2.27831	2.02101	1283
MIR5692C1	1.53344	2.68323	2.1016	1283
LOC107986453	1.61041	2.11918	1.87428	1283
LOC124901074	1.74415	2.23703	2.00934	1283
IL9	1.73505	2.26315	2.01691	1283
FBXL21P	1.81205	2.18374	1.99207	1283
LECT2	1.05587	2.31487	2.02932	1283
LOC105379189	1.7729	2.37085	2.05431	1283
TGFBI	1.85482	2.19206	1.99627	1283
VTRNA2-1	1.58726	2.63564	2.07478	1283
SMAD5-AS1	1.72013	2.30818	1.98505	1283
SMAD5	1.83164	2.22059	1.99187	1283
SMIM32	1.47487	2.39692	1.98239	1283
TRPC7	1.94013	2.20585	2.01308	1283
TRPC7-AS1	1.80641	2.30167	2.05429	1283
TRPC7-AS2	1.93038	2.21621	2.0187	1283
LOC124901075	1.81144	2.18062	2.00421	1283
LOC124901076	1.66977	2.27	2.00826	1283
CTB-1I21.1	1.7589	2.14123	1.94666	1283
SPOCK1	1.93026	2.16331	2.01821	1283
LOC105379192	1.71046	2.29233	2.00775	1283
KLHL3	1.96831	2.26534	2.0777	1283
MIR874	1.55264	2.78219	2.1199	1283
HNRNPA0	1.82913	2.35423	2.11407	1283
NPY6R	1.91356	2.39454	2.1451	1283
PKD2L2-DT	1.99044	2.42739	2.16256	1283
LOC107986368	1.9259	2.44982	2.15346	1283
MYOT	1.98015	2.4008	2.15813	1283
PKD2L2	1.991	2.34362	2.10954	1283
FAM13B	1.95054	2.29108	2.08009	1283
FAM13B-AS1	1.87326	2.4239	2.10566	1283
LOC124901077	1.60887	2.53674	2.06854	1283
WNT8A	1.72159	2.23141	2.03583	1283
NME5	1.91049	2.42395	2.10309	1283
LOC124901208	1.70936	2.66915	2.18917	1283
BRD8	1.92103	2.35103	2.07831	1283
KIF20A	1.90213	2.48487	2.13077	1283
CDC23	1.94872	2.47746	2.13412	1283
GFRA3	1.90618	2.37021	2.09608	1283
CDC25C	1.93415	2.36724	2.07455	1283
LOC100128966	1.79523	2.42528	2.08656	1283
FAM53C	1.84195	2.41933	2.12797	1283
KDM3B	1.91138	2.47513	2.10386	1283
REEP2	1.79438	2.29418	2.03987	1283
EGR1	1.83277	2.45552	2.14162	1283
LOC124901078	1.70713	2.53951	2.07538	1283
ETF1	1.92377	2.43103	2.1	1283
HSPA9	1.93279	2.41346	2.1273	1283
SNORD63B	1.57815	2.71457	2.09981	1283
SNORD63	1.63849	2.80749	2.19975	1283
LOC105379193	1.88113	2.40216	2.0897	1283
LOC124901196	1.62159	2.56646	2.06709	1283
CTNNA1-AS1	1.78982	2.27303	2.01315	1283
CTNNA1	1.99364	2.32591	2.0847	1283
LRRTM2	1.86795	2.38739	2.11221	1283
SIL1	2.0149	2.3458	2.11767	1283
LOC124901079	1.95895	2.30369	2.12631	1283
LOC124901080	1.84703	2.559	2.18326	1283
LOC124901081	1.93313	2.32562	2.11515	1283
SNHG4	1.8839	2.39251	2.12438	1283
MATR3	1.93277	2.37359	2.15144	1283
SNORA74D	1.49779	2.70485	2.11001	1283
SNORA74A	1.69023	2.53995	2.11029	1283
PAIP2	1.89031	2.41152	2.13069	1283
SLC23A1	1.91177	2.31664	2.11055	1283
MZB1	1.85305	2.42874	2.12414	1283
PROB1	1.97105	2.48605	2.22548	1283
SPATA24	1.91697	2.43098	2.16871	1283
LOC124901082	1.70795	2.57251	2.18922	1283
ECSCR	1.70431	2.23841	1.95041	1283
LOC124901083	1.84426	2.45387	2.16263	1283
UBE2D2	1.8422	2.40918	2.12689	1283
CXXC5	1.8782	2.29826	2.06498	1283
CXXC5-AS1	1.68356	2.47949	2.07256	1283
LOC124901084	1.65579	2.52959	2.11253	1283
LOC124901085	1.79051	2.2838	2.04507	1283
PSD2-AS1	1.92605	2.47487	2.19023	1283
PSD2	1.98003	2.29408	2.09145	1283
NRG2	1.99133	2.29403	2.09881	1283
MALINC1	1.87418	2.42995	2.1278	1283
LOC124900193	1.89069	2.38962	2.12038	1283
PURA	1.90528	2.40936	2.10653	1283
IGIP	1.77228	2.43623	2.11176	1283
LOC124901086	1.76397	2.2658	2.02591	1283
LOC101929719	1.78518	2.2518	2.027	1283
CYSTM1	1.9579	2.30088	2.09623	1283
PFDN1	1.98313	2.33698	2.10993	1283
HBEGF	1.92679	2.31067	2.08815	1283
SLC4A9	1.97979	2.39262	2.13078	1283
ANKHD1-DT	1.94369	2.35518	2.11452	1283
LOC124901087	1.89903	2.43954	2.12059	1283
ANKHD1	1.96713	2.33051	2.11065	1283
ANKHD1-EIF4EBP3	1.96603	2.32892	2.11078	1283
EIF4EBP3	1.74315	2.49821	2.12163	1283
SRA1	1.82272	2.33426	2.06512	1283
APBB3	1.84554	2.37992	2.12877	1283
MIR6831	1.48259	2.65749	2.12584	1283
LOC131768270	1.87679	2.48318	2.13225	1283
SLC35A4	1.87679	2.48318	2.13225	1283
LOC112267855	1.93705	2.34165	2.10129	1283
LOC124900208	1.8099	2.55841	2.16164	1283
TMCO6	1.93913	2.30564	2.0872	1283
CD14	1.7809	2.49695	2.12103	1283
NDUFA2	1.67705	2.47554	2.09362	1283
IK	1.92751	2.35411	2.10914	1283
MIR3655	1.56374	2.69715	2.13233	1283
LOC124901088	1.8701	2.52377	2.18258	1283
